,CandidateID,Candidate,Contributor Type,Total Contributions_x,Number of Contributions,Total Contributions_y,share
50,8,Andrea Stewart-Cousins (D),Political Action Committee (PAC),366600.0,209,750444.0,0.4885108016054496
