,CandidateID,Candidate,Contributor Type,Total Contributions_x,Number of Contributions,Total Contributions_y,share
24,5,Shanae Williams (D),Professional/Limited Liability Company (Pllc/Llc),4839.0,10,51312.0,0.09430542563143124
