,Location,Office,Highest Candidate,Highest Contributions,Second Highest Candidate,Second Highest Contributions,Difference
2,17th District,County Legislator,Wilson Terrero (D),61508.0,Leslye Oquendo-Thomas (D),35673.0,25835.0
